id,nombre,precio,calificacion,stock
1663,Producto_1663,291.58,5,32
1664,Producto_1664,54.01,2,78
1665,Producto_1665,790.4,4,81
1666,Producto_1666,236.38,3,54
1667,Producto_1667,15.02,3,85
1668,Producto_1668,86.84,3,41
1669,Producto_1669,56.74,5,35
1670,Producto_1670,108.63,2,1
1671,Producto_1671,604.89,5,71
1672,Producto_1672,756.1,4,56
1673,Producto_1673,111.7,3,62
1674,Producto_1674,666.26,1,0
1675,Producto_1675,163.42,5,90
1676,Producto_1676,835.02,5,34
1677,Producto_1677,146.92,5,55
1678,Producto_1678,326.18,4,60
1679,Producto_1679,963.97,4,73
1680,Producto_1680,450.67,1,71
1681,Producto_1681,64.68,2,73
1682,Producto_1682,450.03,5,39
1683,Producto_1683,316.68,4,26
1684,Producto_1684,202.48,4,99
1685,Producto_1685,117.29,3,42
1686,Producto_1686,373.36,4,91
1687,Producto_1687,320.75,3,77
1688,Producto_1688,85.32,5,63
1689,Producto_1689,404.03,1,73
1690,Producto_1690,238.2,4,86
1691,Producto_1691,737.13,5,60
1692,Producto_1692,994.84,3,33
1693,Producto_1693,964.97,5,10
1694,Producto_1694,540.23,4,36
1695,Producto_1695,446.37,5,96
1696,Producto_1696,131.54,3,63
1697,Producto_1697,550.87,5,8
1698,Producto_1698,884.72,4,94
1699,Producto_1699,397.32,2,74
1700,Producto_1700,677.81,1,38
1701,Producto_1701,401.43,5,44
1702,Producto_1702,848.49,5,10
1703,Producto_1703,895.34,3,62
1704,Producto_1704,315.5,1,97
1705,Producto_1705,473.29,3,40
1706,Producto_1706,997.2,1,53
1707,Producto_1707,425.56,3,62
1708,Producto_1708,373.16,4,80
1709,Producto_1709,424.4,2,39
1710,Producto_1710,901.54,3,84
1711,Producto_1711,415.33,3,81
1712,Producto_1712,541.15,4,34
1713,Producto_1713,315.57,1,79
1714,Producto_1714,497.48,5,100
1715,Producto_1715,997.79,1,42
1716,Producto_1716,239.07,4,2
1717,Producto_1717,801.11,5,65
1718,Producto_1718,134.56,4,75
1719,Producto_1719,651.66,5,48
1720,Producto_1720,468.03,3,10
1721,Producto_1721,813.97,4,17
1722,Producto_1722,821.64,5,100
1723,Producto_1723,816.79,2,92
1724,Producto_1724,203.94,4,82
1725,Producto_1725,748.93,1,22
1726,Producto_1726,997.69,2,84
1727,Producto_1727,753.28,3,61
1728,Producto_1728,246.61,5,75
1729,Producto_1729,408.85,4,68
1730,Producto_1730,222.15,4,10
1731,Producto_1731,588.64,1,68
1732,Producto_1732,597.56,1,76
1733,Producto_1733,937.38,1,24
1734,Producto_1734,332.87,5,82
1735,Producto_1735,444.24,5,69
1736,Producto_1736,137.49,3,73
1737,Producto_1737,573.2,5,23
1738,Producto_1738,954.4,2,70
1739,Producto_1739,745.47,4,44
1740,Producto_1740,726.86,1,99
1741,Producto_1741,752.99,2,44
1742,Producto_1742,73.25,5,20
1743,Producto_1743,44.75,2,92
1744,Producto_1744,96.06,4,97
1745,Producto_1745,111.04,5,3
1746,Producto_1746,225.38,2,17
1747,Producto_1747,419.8,5,36
1748,Producto_1748,59.34,2,33
1749,Producto_1749,955.82,5,23
1750,Producto_1750,343.73,3,43
1751,Producto_1751,617.46,2,79
1752,Producto_1752,645.12,5,56
1753,Producto_1753,289.29,3,36
1754,Producto_1754,86.18,3,54
1755,Producto_1755,898.54,3,17
1756,Producto_1756,660.88,4,63
1757,Producto_1757,587.17,5,21
1758,Producto_1758,109.12,5,100
1759,Producto_1759,576.08,1,54
1760,Producto_1760,784.96,3,49
1761,Producto_1761,311.59,1,19
1762,Producto_1762,742.45,5,17
1763,Producto_1763,237.56,4,12
1764,Producto_1764,842.15,2,80
1765,Producto_1765,556.57,5,1
1766,Producto_1766,908.18,3,56
1767,Producto_1767,897.03,5,9
1768,Producto_1768,815.99,1,9
1769,Producto_1769,252.74,5,100
1770,Producto_1770,361.76,2,24
1771,Producto_1771,942.12,2,7
1772,Producto_1772,977.77,4,67
1773,Producto_1773,334.63,4,41
1774,Producto_1774,770.02,1,0
1775,Producto_1775,673.07,3,36
1776,Producto_1776,71.01,1,24
1777,Producto_1777,772.98,1,99
1778,Producto_1778,415.37,2,27
1779,Producto_1779,476.65,2,37
1780,Producto_1780,883.13,1,67
1781,Producto_1781,227.54,5,12
1782,Producto_1782,725.5,2,34
1783,Producto_1783,807.12,2,42
1784,Producto_1784,730.55,5,1
1785,Producto_1785,667.91,4,86
1786,Producto_1786,178.29,3,22
1787,Producto_1787,526.66,2,23
1788,Producto_1788,374.02,2,32
1789,Producto_1789,145.0,1,21
1790,Producto_1790,732.26,5,46
1791,Producto_1791,797.21,2,89
1792,Producto_1792,679.6,2,23
1793,Producto_1793,513.14,2,50
1794,Producto_1794,52.07,1,87
1795,Producto_1795,633.67,3,54
1796,Producto_1796,846.75,2,93
1797,Producto_1797,555.02,5,78
1798,Producto_1798,498.34,5,14
1799,Producto_1799,161.1,1,1
1800,Producto_1800,381.93,3,8
1801,Producto_1801,891.51,4,15
1802,Producto_1802,357.22,1,44
1803,Producto_1803,510.88,1,45
1804,Producto_1804,527.46,3,63
1805,Producto_1805,388.81,5,1
1806,Producto_1806,68.47,1,23
1807,Producto_1807,126.73,3,47
1808,Producto_1808,381.86,3,1
1809,Producto_1809,715.38,4,85
1810,Producto_1810,421.65,3,100
1811,Producto_1811,832.62,1,4
1812,Producto_1812,982.51,2,78
1813,Producto_1813,752.43,5,27
1814,Producto_1814,641.79,4,21
1815,Producto_1815,742.97,1,50
1816,Producto_1816,303.77,4,32
1817,Producto_1817,351.79,4,66
1818,Producto_1818,882.63,4,58
1819,Producto_1819,632.2,3,94
1820,Producto_1820,148.66,1,98
1821,Producto_1821,497.37,1,98
1822,Producto_1822,144.51,4,1
1823,Producto_1823,524.88,1,34
1824,Producto_1824,998.86,2,71
1825,Producto_1825,31.25,2,5
1826,Producto_1826,979.46,5,2
1827,Producto_1827,264.56,1,15
1828,Producto_1828,708.13,4,75
1829,Producto_1829,605.78,1,59
1830,Producto_1830,911.75,3,44
1831,Producto_1831,931.21,5,39
1832,Producto_1832,587.38,1,23
1833,Producto_1833,689.32,1,8
1834,Producto_1834,300.33,3,46
1835,Producto_1835,267.04,5,63
1836,Producto_1836,267.03,5,74
1837,Producto_1837,425.99,5,27
1838,Producto_1838,894.81,4,90
1839,Producto_1839,956.3,2,16
1840,Producto_1840,874.22,3,98
1841,Producto_1841,786.3,4,14
1842,Producto_1842,543.0,3,40
1843,Producto_1843,837.31,5,34
1844,Producto_1844,397.93,1,39
1845,Producto_1845,562.78,2,92
1846,Producto_1846,336.25,5,48
1847,Producto_1847,854.38,4,28
1848,Producto_1848,865.66,3,37
1849,Producto_1849,811.86,3,75
1850,Producto_1850,86.22,4,11
1851,Producto_1851,885.14,1,44
1852,Producto_1852,632.61,5,89
1853,Producto_1853,962.01,3,40
1854,Producto_1854,219.12,3,48
1855,Producto_1855,897.96,4,73
1856,Producto_1856,369.67,2,25
1857,Producto_1857,343.42,5,23
1858,Producto_1858,375.64,1,23
1859,Producto_1859,339.19,2,43
1860,Producto_1860,589.4,4,62
1861,Producto_1861,795.75,1,80
1862,Producto_1862,170.83,1,48
1863,Producto_1863,712.5,3,60
1864,Producto_1864,25.31,2,27
1865,Producto_1865,908.2,4,84
1866,Producto_1866,177.91,4,28
1867,Producto_1867,957.11,1,31
1868,Producto_1868,454.38,5,89
1869,Producto_1869,90.21,2,39
1870,Producto_1870,338.74,2,81
1871,Producto_1871,715.45,5,1
1872,Producto_1872,540.03,5,19
1873,Producto_1873,863.77,1,98
1874,Producto_1874,725.93,2,79
1875,Producto_1875,942.63,1,26
1876,Producto_1876,824.3,5,37
1877,Producto_1877,327.94,3,50
1878,Producto_1878,413.23,3,37
1879,Producto_1879,294.28,1,80
1880,Producto_1880,677.69,2,6
1881,Producto_1881,40.64,3,100
1882,Producto_1882,164.34,4,37
1883,Producto_1883,905.94,2,23
1884,Producto_1884,367.8,2,1
1885,Producto_1885,458.17,1,63
1886,Producto_1886,897.4,3,85
1887,Producto_1887,755.27,3,80
1888,Producto_1888,507.07,5,60
1889,Producto_1889,255.04,1,12
1890,Producto_1890,751.22,1,55
1891,Producto_1891,863.07,1,68
1892,Producto_1892,306.17,1,26
1893,Producto_1893,305.41,1,62
1894,Producto_1894,912.07,3,0
1895,Producto_1895,29.83,5,26
1896,Producto_1896,723.89,5,59
1897,Producto_1897,855.09,4,24
1898,Producto_1898,155.51,4,40
1899,Producto_1899,509.67,3,74
1900,Producto_1900,388.91,2,57
1901,Producto_1901,343.55,1,36
1902,Producto_1902,503.39,4,82
1903,Producto_1903,218.7,1,31
1904,Producto_1904,814.1,4,11
1905,Producto_1905,828.62,2,76
1906,Producto_1906,228.81,1,81
1907,Producto_1907,208.19,5,11
1908,Producto_1908,50.31,2,32
1909,Producto_1909,947.3,4,89
1910,Producto_1910,499.94,1,88
1911,Producto_1911,434.4,5,15
1912,Producto_1912,41.79,2,65
1913,Producto_1913,727.24,2,81
1914,Producto_1914,354.66,3,85
1915,Producto_1915,695.74,1,35
1916,Producto_1916,930.78,5,20
1917,Producto_1917,284.92,4,13
1918,Producto_1918,76.77,4,49
1919,Producto_1919,803.17,4,27
1920,Producto_1920,407.91,2,65
1921,Producto_1921,615.36,2,44
1922,Producto_1922,438.65,2,97
1923,Producto_1923,757.19,5,85
1924,Producto_1924,855.91,3,68
1925,Producto_1925,811.47,5,27
1926,Producto_1926,844.02,5,70
1927,Producto_1927,784.04,4,33
1928,Producto_1928,545.23,2,92
1929,Producto_1929,504.44,2,28
1930,Producto_1930,594.45,5,54
1931,Producto_1931,118.02,5,40
1932,Producto_1932,123.64,3,94
1933,Producto_1933,690.22,5,54
1934,Producto_1934,921.07,3,79
1935,Producto_1935,103.84,4,88
1936,Producto_1936,186.7,1,57
1937,Producto_1937,285.28,3,86
1938,Producto_1938,923.67,1,0
1939,Producto_1939,708.58,4,95
1940,Producto_1940,291.37,1,33
1941,Producto_1941,792.06,4,90
1942,Producto_1942,735.45,3,3
1943,Producto_1943,752.47,3,40
1944,Producto_1944,469.21,1,15
1945,Producto_1945,261.93,4,87
1946,Producto_1946,563.45,5,41
1947,Producto_1947,486.62,5,9
1948,Producto_1948,65.14,1,58
1949,Producto_1949,796.27,1,74
1950,Producto_1950,884.48,4,74
1951,Producto_1951,384.58,5,30
1952,Producto_1952,963.11,5,76
1953,Producto_1953,249.96,1,3
1954,Producto_1954,462.43,3,7
1955,Producto_1955,67.0,2,45
1956,Producto_1956,668.93,3,73
1957,Producto_1957,427.87,3,45
1958,Producto_1958,697.23,1,24
1959,Producto_1959,589.2,5,45
1960,Producto_1960,854.64,5,22
1961,Producto_1961,741.26,2,23
1962,Producto_1962,808.05,4,17
1963,Producto_1963,420.59,3,35
1964,Producto_1964,158.87,3,62
1965,Producto_1965,959.77,5,22
1966,Producto_1966,927.41,2,66
1967,Producto_1967,987.52,1,85
1968,Producto_1968,374.76,4,43
1969,Producto_1969,729.09,5,99
1970,Producto_1970,492.14,2,22
1971,Producto_1971,813.85,5,54
1972,Producto_1972,309.55,5,95
1973,Producto_1973,375.09,3,40
1974,Producto_1974,897.92,2,77
1975,Producto_1975,345.9,3,22
1976,Producto_1976,318.29,1,52
1977,Producto_1977,783.26,2,20
1978,Producto_1978,274.53,5,79
1979,Producto_1979,124.95,2,78
1980,Producto_1980,315.6,4,94
1981,Producto_1981,364.79,4,4
1982,Producto_1982,777.01,2,49
1983,Producto_1983,524.37,3,9
1984,Producto_1984,979.46,2,63
1985,Producto_1985,558.84,3,100
1986,Producto_1986,94.56,5,65
1987,Producto_1987,840.73,4,41
1988,Producto_1988,240.4,5,87
1989,Producto_1989,211.97,2,84
1990,Producto_1990,104.58,4,76
1991,Producto_1991,774.0,2,78
1992,Producto_1992,680.28,3,99
1993,Producto_1993,227.33,4,62
1994,Producto_1994,434.53,1,60
1995,Producto_1995,811.57,5,51
1996,Producto_1996,882.44,3,58
1997,Producto_1997,485.24,5,47
1998,Producto_1998,718.85,1,58
1999,Producto_1999,387.14,4,38
2000,Producto_2000,269.44,1,40
2001,Producto_2001,267.42,3,14
2002,Producto_2002,439.28,3,55
2003,Producto_2003,205.84,2,19
2004,Producto_2004,465.66,1,100
2005,Producto_2005,103.41,2,79
2006,Producto_2006,654.87,2,6
2007,Producto_2007,752.83,4,87
2008,Producto_2008,414.02,2,72
2009,Producto_2009,30.82,4,24
2010,Producto_2010,326.05,2,93
2011,Producto_2011,240.65,3,95
2012,Producto_2012,912.21,2,96
2013,Producto_2013,477.28,2,67
2014,Producto_2014,233.83,2,13
2015,Producto_2015,747.42,1,36
2016,Producto_2016,942.03,5,14
2017,Producto_2017,219.07,3,11
2018,Producto_2018,326.38,1,69
2019,Producto_2019,663.69,3,57
2020,Producto_2020,561.23,3,28
2021,Producto_2021,353.65,2,43
2022,Producto_2022,655.44,4,53
2023,Producto_2023,982.03,4,88
2024,Producto_2024,764.9,4,29
2025,Producto_2025,198.55,5,4
2026,Producto_2026,356.03,4,12
2027,Producto_2027,895.71,2,8
2028,Producto_2028,710.81,3,60
2029,Producto_2029,824.6,1,48
2030,Producto_2030,689.69,5,81
2031,Producto_2031,654.57,3,42
2032,Producto_2032,632.71,3,79
2033,Producto_2033,768.19,2,4
2034,Producto_2034,778.38,3,19
2035,Producto_2035,40.66,3,28
2036,Producto_2036,274.77,3,8
2037,Producto_2037,725.98,3,18
2038,Producto_2038,30.93,3,55
2039,Producto_2039,808.91,1,51
2040,Producto_2040,923.34,5,8
2041,Producto_2041,398.75,3,13
2042,Producto_2042,496.14,1,30
2043,Producto_2043,833.19,5,23
2044,Producto_2044,377.9,1,22
2045,Producto_2045,597.81,5,87
2046,Producto_2046,719.82,1,46
2047,Producto_2047,855.32,2,73
2048,Producto_2048,725.24,5,74
2049,Producto_2049,218.33,2,36
2050,Producto_2050,662.06,5,26
2051,Producto_2051,914.08,5,26
2052,Producto_2052,346.68,1,94
2053,Producto_2053,958.72,4,70
2054,Producto_2054,521.6,2,17
2055,Producto_2055,811.47,1,67
2056,Producto_2056,326.37,4,48
2057,Producto_2057,101.5,1,26
2058,Producto_2058,636.76,5,54
2059,Producto_2059,921.99,4,59
2060,Producto_2060,673.84,1,21
2061,Producto_2061,781.07,5,69
2062,Producto_2062,410.69,1,83
2063,Producto_2063,880.99,2,90
2064,Producto_2064,98.62,3,100
2065,Producto_2065,343.92,4,91
2066,Producto_2066,259.52,5,76
2067,Producto_2067,90.36,1,27
2068,Producto_2068,558.12,2,31
2069,Producto_2069,40.14,4,70
2070,Producto_2070,541.66,4,28
2071,Producto_2071,104.26,1,47
2072,Producto_2072,558.06,3,32
2073,Producto_2073,899.92,1,50
2074,Producto_2074,840.34,4,15
2075,Producto_2075,980.85,1,22
2076,Producto_2076,483.02,2,79
2077,Producto_2077,805.13,1,62
2078,Producto_2078,456.95,1,80
2079,Producto_2079,747.74,2,89
2080,Producto_2080,343.99,1,85
2081,Producto_2081,950.23,1,73
2082,Producto_2082,109.98,5,84
2083,Producto_2083,998.62,2,57
2084,Producto_2084,563.08,4,0
2085,Producto_2085,666.26,5,86
2086,Producto_2086,721.35,1,77
2087,Producto_2087,415.46,2,99
2088,Producto_2088,877.15,1,14
2089,Producto_2089,110.56,1,33
2090,Producto_2090,715.02,5,65
2091,Producto_2091,465.36,1,44
2092,Producto_2092,157.71,3,69
2093,Producto_2093,424.07,4,27
2094,Producto_2094,912.8,3,18
2095,Producto_2095,718.05,4,64
2096,Producto_2096,903.42,4,95
2097,Producto_2097,882.14,4,71
2098,Producto_2098,522.09,5,88
2099,Producto_2099,783.29,4,65
2100,Producto_2100,442.21,3,44
2101,Producto_2101,92.58,2,40
2102,Producto_2102,61.36,4,24
2103,Producto_2103,60.99,2,25
2104,Producto_2104,578.63,2,28
2105,Producto_2105,750.65,5,46
2106,Producto_2106,85.13,4,47
2107,Producto_2107,278.78,1,92
2108,Producto_2108,410.17,3,59
2109,Producto_2109,939.62,2,76
2110,Producto_2110,325.19,1,17
2111,Producto_2111,893.82,5,20
2112,Producto_2112,437.22,4,63
2113,Producto_2113,362.56,1,65
2114,Producto_2114,718.18,4,19
2115,Producto_2115,255.19,3,48
2116,Producto_2116,167.8,4,30
2117,Producto_2117,500.33,4,37
2118,Producto_2118,749.28,2,93
2119,Producto_2119,881.41,4,19
2120,Producto_2120,526.12,5,72
2121,Producto_2121,575.64,3,45
2122,Producto_2122,974.15,4,68
2123,Producto_2123,422.31,5,73
2124,Producto_2124,174.16,3,83
2125,Producto_2125,386.83,4,49
2126,Producto_2126,99.36,3,15
2127,Producto_2127,871.08,4,85
2128,Producto_2128,606.88,4,43
2129,Producto_2129,414.7,2,23
2130,Producto_2130,195.01,4,54
2131,Producto_2131,877.19,3,70
2132,Producto_2132,262.43,4,22
2133,Producto_2133,351.83,5,42
2134,Producto_2134,38.82,4,81
2135,Producto_2135,555.69,2,5
2136,Producto_2136,539.49,3,42
2137,Producto_2137,229.11,5,63
2138,Producto_2138,696.0,5,3
2139,Producto_2139,841.72,2,28
2140,Producto_2140,587.44,2,1
2141,Producto_2141,663.07,3,30
2142,Producto_2142,113.91,5,31
2143,Producto_2143,735.8,5,78
2144,Producto_2144,856.69,3,52
2145,Producto_2145,301.74,3,42
2146,Producto_2146,390.18,4,84
2147,Producto_2147,528.33,1,12
2148,Producto_2148,442.82,5,22
2149,Producto_2149,877.29,4,75
2150,Producto_2150,701.91,4,81
2151,Producto_2151,429.02,5,41
2152,Producto_2152,216.85,1,29
2153,Producto_2153,874.32,5,46
2154,Producto_2154,12.81,5,31
2155,Producto_2155,93.16,5,26
2156,Producto_2156,532.33,5,100
2157,Producto_2157,93.84,5,58
2158,Producto_2158,117.4,3,84
2159,Producto_2159,808.23,2,10
2160,Producto_2160,642.39,3,10
2161,Producto_2161,236.89,1,79
2162,Producto_2162,576.52,2,94
2163,Producto_2163,893.66,1,88
2164,Producto_2164,857.66,4,7
2165,Producto_2165,570.72,3,80
2166,Producto_2166,627.87,3,59
2167,Producto_2167,686.97,1,62
2168,Producto_2168,601.64,1,95
2169,Producto_2169,366.27,2,88
2170,Producto_2170,587.0,4,39
2171,Producto_2171,995.39,1,65
2172,Producto_2172,180.43,5,53
2173,Producto_2173,246.4,5,15
2174,Producto_2174,271.63,2,5
2175,Producto_2175,463.74,5,3
2176,Producto_2176,232.71,4,1
2177,Producto_2177,809.87,5,24
2178,Producto_2178,432.41,3,74
2179,Producto_2179,94.06,1,56
2180,Producto_2180,870.78,2,52
2181,Producto_2181,43.33,2,74
2182,Producto_2182,566.03,1,4
2183,Producto_2183,531.45,2,23
2184,Producto_2184,199.99,5,73
2185,Producto_2185,248.62,4,87
2186,Producto_2186,449.92,4,13
2187,Producto_2187,549.11,2,38
2188,Producto_2188,967.59,3,85
2189,Producto_2189,385.91,4,100
2190,Producto_2190,80.01,1,38
2191,Producto_2191,412.17,4,24
2192,Producto_2192,28.52,2,5
2193,Producto_2193,778.53,2,99
2194,Producto_2194,473.94,1,43
2195,Producto_2195,617.52,5,3
2196,Producto_2196,216.44,5,66
2197,Producto_2197,533.91,5,85
2198,Producto_2198,709.88,3,92
2199,Producto_2199,979.13,5,18
2200,Producto_2200,677.61,4,90
2201,Producto_2201,966.65,2,30
2202,Producto_2202,478.85,1,94
2203,Producto_2203,196.66,4,10
2204,Producto_2204,724.6,3,69
2205,Producto_2205,736.15,3,29
2206,Producto_2206,528.46,2,55
2207,Producto_2207,929.63,1,31
2208,Producto_2208,977.26,1,53
2209,Producto_2209,256.03,1,88
2210,Producto_2210,65.93,4,1
2211,Producto_2211,722.17,1,59
2212,Producto_2212,751.0,2,47
2213,Producto_2213,807.72,2,37
2214,Producto_2214,933.06,1,59
2215,Producto_2215,288.32,2,51
2216,Producto_2216,516.39,2,88
2217,Producto_2217,533.67,2,15
2218,Producto_2218,160.93,2,97
2219,Producto_2219,628.11,5,65
2220,Producto_2220,610.07,3,83
2221,Producto_2221,939.63,5,35
2222,Producto_2222,778.66,1,69
2223,Producto_2223,43.65,5,51
2224,Producto_2224,943.35,2,79
2225,Producto_2225,764.53,2,59
2226,Producto_2226,729.39,5,82
2227,Producto_2227,977.94,5,51
2228,Producto_2228,749.52,5,12
2229,Producto_2229,535.52,4,43
2230,Producto_2230,255.85,3,67
2231,Producto_2231,254.92,3,6
2232,Producto_2232,18.46,4,24
2233,Producto_2233,680.75,2,95
2234,Producto_2234,551.69,3,59
2235,Producto_2235,838.12,2,95
2236,Producto_2236,469.73,5,70
2237,Producto_2237,943.81,1,7
2238,Producto_2238,280.92,2,92
2239,Producto_2239,929.58,4,18
2240,Producto_2240,383.07,4,29
2241,Producto_2241,247.2,4,90
2242,Producto_2242,217.71,4,68
2243,Producto_2243,573.62,5,88
2244,Producto_2244,223.36,4,40
2245,Producto_2245,433.26,2,41
2246,Producto_2246,134.03,5,69
2247,Producto_2247,193.23,5,26
2248,Producto_2248,644.45,2,51
2249,Producto_2249,919.27,5,20
2250,Producto_2250,933.55,5,81
2251,Producto_2251,271.49,4,47
2252,Producto_2252,502.25,5,53
2253,Producto_2253,638.84,4,83
2254,Producto_2254,557.14,5,31
2255,Producto_2255,189.36,4,35
2256,Producto_2256,706.36,1,30
2257,Producto_2257,930.48,3,72
2258,Producto_2258,912.23,2,62
2259,Producto_2259,662.2,2,27
2260,Producto_2260,869.52,3,99
2261,Producto_2261,66.75,3,49
2262,Producto_2262,620.24,4,40
2263,Producto_2263,355.52,3,53
2264,Producto_2264,850.08,2,16
2265,Producto_2265,342.57,4,45
2266,Producto_2266,419.32,3,84
2267,Producto_2267,782.25,5,32
2268,Producto_2268,74.53,2,87
2269,Producto_2269,166.92,1,90
2270,Producto_2270,107.73,3,61
2271,Producto_2271,655.0,4,99
2272,Producto_2272,24.89,3,28
2273,Producto_2273,860.33,2,18
2274,Producto_2274,513.65,1,79
2275,Producto_2275,213.33,4,100
2276,Producto_2276,132.1,4,29
2277,Producto_2277,499.61,2,60
2278,Producto_2278,489.61,4,39
2279,Producto_2279,207.87,1,10
2280,Producto_2280,516.47,4,54
2281,Producto_2281,786.01,5,87
2282,Producto_2282,661.32,2,90
2283,Producto_2283,757.0,2,61
2284,Producto_2284,813.62,4,7
2285,Producto_2285,994.26,2,80
2286,Producto_2286,341.39,3,71
2287,Producto_2287,36.02,1,13
2288,Producto_2288,101.81,3,29
2289,Producto_2289,831.8,5,91
2290,Producto_2290,565.44,4,2
2291,Producto_2291,438.67,3,48
2292,Producto_2292,170.41,5,15
2293,Producto_2293,736.67,4,43
2294,Producto_2294,497.81,2,65
2295,Producto_2295,828.76,3,34
2296,Producto_2296,210.01,5,66
2297,Producto_2297,415.2,1,16
2298,Producto_2298,364.08,1,69
2299,Producto_2299,359.49,2,84
2300,Producto_2300,630.18,3,59
2301,Producto_2301,831.6,2,99
2302,Producto_2302,618.87,2,53
2303,Producto_2303,282.6,2,84
2304,Producto_2304,824.56,3,75
2305,Producto_2305,243.42,1,2
2306,Producto_2306,938.73,3,100
2307,Producto_2307,302.18,2,26
2308,Producto_2308,200.12,3,48
2309,Producto_2309,213.21,5,22
2310,Producto_2310,191.02,4,86
2311,Producto_2311,471.31,1,25
2312,Producto_2312,798.28,1,0
2313,Producto_2313,136.06,2,92
2314,Producto_2314,271.33,4,65
2315,Producto_2315,636.25,5,60
2316,Producto_2316,13.07,5,88
2317,Producto_2317,47.06,2,9
2318,Producto_2318,349.43,4,40
2319,Producto_2319,697.38,2,43
2320,Producto_2320,518.21,2,36
2321,Producto_2321,874.03,5,87
2322,Producto_2322,212.57,2,18
2323,Producto_2323,737.62,3,43
2324,Producto_2324,474.05,5,47
2325,Producto_2325,927.44,4,34
2326,Producto_2326,787.02,2,95
2327,Producto_2327,638.22,2,50
2328,Producto_2328,791.81,3,96
2329,Producto_2329,210.63,4,65
2330,Producto_2330,549.58,3,78
2331,Producto_2331,758.81,1,37
2332,Producto_2332,984.99,2,28
2333,Producto_2333,237.45,1,14
2334,Producto_2334,738.99,4,12
2335,Producto_2335,557.12,4,17
2336,Producto_2336,473.76,2,96
2337,Producto_2337,164.82,3,62
2338,Producto_2338,650.18,5,80
2339,Producto_2339,821.47,1,61
2340,Producto_2340,999.8,1,98
2341,Producto_2341,626.51,2,89
2342,Producto_2342,699.28,3,77
2343,Producto_2343,964.29,1,64
2344,Producto_2344,396.18,2,41
2345,Producto_2345,392.92,3,13
2346,Producto_2346,808.17,3,70
2347,Producto_2347,232.74,2,71
2348,Producto_2348,59.7,5,50
2349,Producto_2349,733.31,1,27
2350,Producto_2350,433.19,5,48
2351,Producto_2351,595.76,5,75
2352,Producto_2352,203.9,4,75
2353,Producto_2353,545.09,2,52
2354,Producto_2354,317.51,5,41
2355,Producto_2355,222.97,2,36
2356,Producto_2356,314.23,4,77
2357,Producto_2357,497.39,2,100
2358,Producto_2358,124.33,1,40
2359,Producto_2359,976.34,2,96
2360,Producto_2360,806.79,2,67
2361,Producto_2361,824.0,4,93
2362,Producto_2362,844.2,2,80
2363,Producto_2363,951.11,3,40
2364,Producto_2364,863.58,5,56
2365,Producto_2365,438.04,3,54
2366,Producto_2366,303.16,2,67
2367,Producto_2367,791.92,3,51
2368,Producto_2368,359.09,4,55
2369,Producto_2369,429.22,3,41
2370,Producto_2370,997.9,3,63
2371,Producto_2371,911.06,2,3
2372,Producto_2372,718.27,5,96
2373,Producto_2373,17.4,1,36
2374,Producto_2374,464.84,5,81
2375,Producto_2375,740.47,3,54
2376,Producto_2376,797.93,3,67
2377,Producto_2377,118.9,3,18
2378,Producto_2378,681.85,2,84
2379,Producto_2379,668.99,2,7
2380,Producto_2380,67.16,3,98
2381,Producto_2381,316.59,1,56
2382,Producto_2382,82.51,1,28
2383,Producto_2383,933.28,3,82
2384,Producto_2384,745.5,4,1
2385,Producto_2385,383.58,3,35
2386,Producto_2386,480.13,1,85
2387,Producto_2387,753.24,4,65
2388,Producto_2388,285.01,2,75
2389,Producto_2389,371.27,4,33
2390,Producto_2390,991.67,3,3
2391,Producto_2391,482.42,5,79
2392,Producto_2392,278.84,1,44
2393,Producto_2393,270.6,3,0
2394,Producto_2394,339.9,2,57
2395,Producto_2395,773.68,5,18
2396,Producto_2396,286.64,5,57
2397,Producto_2397,77.41,4,97
2398,Producto_2398,544.74,3,65
2399,Producto_2399,639.25,4,93
2400,Producto_2400,72.66,1,46
2401,Producto_2401,562.71,3,51
2402,Producto_2402,805.74,1,15
2403,Producto_2403,434.81,3,42
2404,Producto_2404,288.32,3,62
2405,Producto_2405,357.02,5,21
2406,Producto_2406,694.88,3,20
2407,Producto_2407,995.81,2,85
2408,Producto_2408,926.94,5,32
2409,Producto_2409,955.11,4,14
2410,Producto_2410,908.68,1,12
2411,Producto_2411,286.1,3,20
2412,Producto_2412,122.82,1,37
2413,Producto_2413,201.41,1,18
2414,Producto_2414,659.09,1,82
2415,Producto_2415,248.29,4,62
2416,Producto_2416,76.13,5,74
2417,Producto_2417,112.8,2,32
2418,Producto_2418,663.26,3,92
2419,Producto_2419,124.31,1,48
2420,Producto_2420,257.82,3,43
2421,Producto_2421,319.69,5,21
2422,Producto_2422,453.01,3,34
2423,Producto_2423,243.62,2,16
2424,Producto_2424,194.83,3,45
2425,Producto_2425,958.36,4,33
2426,Producto_2426,481.38,1,42
2427,Producto_2427,39.18,1,90
2428,Producto_2428,463.68,3,83
2429,Producto_2429,818.45,5,89
2430,Producto_2430,187.76,1,33
2431,Producto_2431,36.06,3,16
2432,Producto_2432,626.73,5,78
2433,Producto_2433,894.91,2,74
2434,Producto_2434,842.07,1,91
2435,Producto_2435,599.05,2,29
2436,Producto_2436,586.02,3,50
2437,Producto_2437,147.53,4,39
2438,Producto_2438,90.64,2,76
